ligand_id,SMILES,BE_min,is_active
M2R-decoy_5792,CN(CC(=O)NCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)c1ccc(C#Cc2c(F)cccc2F)c2ccccc12,-9.779034537610306,0
M2R-decoy_9746,CS(=O)(=O)c1cc(Cl)c(NC(=O)N2CCN3C(=O)N([C@H]4C[C@@H]4c4ccccc4)C(=O)C3C2)c(Cl)c1,-9.77616179205111,0
M2R-decoy_4999,C=CC[C@@H](CC(=O)N[C@@H](CO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@@H](CC=C)Cc1ccc(F)cc1)Cc1c[nH]c2ccccc12,-9.77300607109631,0
M2R-decoy_4918,O=C(CN1[C@@H](COc2ccccc2)[C@@H](O)[C@H](O)[C@H](COc2ccccc2)N(Cc2ccc(c3cccs3)cc2)S1(=O)=O)Nc1nccs1,-9.772847394821309,0
M2R-decoy_2746,CCC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1,-9.77188510811582,0
M2R-decoy_8200,C#Cc1cccc(c2cc(O[C@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(C)c3n2)c1,-9.77091090055051,0
M2R-decoy_3490,Cc1nc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)c2ccccc2NC(=O)OCc2ccccn2)cs1,-9.76702614198092,0
M2R-decoy_3510,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/C(=O)N1CCc2ccccc21)CCC(N)=O,-9.76577249085122,0
M2R-decoy_9994,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(c4cccc(C(F)(F)F)c4)nn3)C(=O)O[C@]12C,-9.760188452118706,0
M2R-decoy_8096,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCC(=O)N4C3)cc(c3nc(C(C)C)cs3)nc2c1C,-9.759075609708509,0
M2R-decoy_4894,CC(C)c1ccc(c2nc(SCc3cn(CC(=O)NC(=O)Nc4ccccn4)nn3)nc(Nc3cccc([N+](=O)[O-])c3)c2C#N)cc1,-9.73904041585025,0
M2R-decoy_6258,O=c1[nH]cnn1c1ccc(c2cnc(N3CCOCC3)c3nc(CCc4ccc5ccccc5n4)cn32)cc1,-9.738517213139506,0
M2R-decoy_8748,CCOC(=O)CCCC/[N+]([O-])=C(/c1cccnc1)c1cccc(C[NH+]2CCc3c(sc4c3C(c3ccccc3Cl)=NC(C)c3nnc(C)n3-4)C2)c1,-9.731708275513906,0
M2R-decoy_8583,CC[NH+](CC)Cc1nnc(Cn2c(SCc3ccc(F)cc3)nc(=O)c3c2CCC3)n1Cc1ccc(c2ccc(C(F)(F)F)cc2)cc1,-9.729796303032318,0
M2R-decoy_2675,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-9.72670019934907,0
M2R-decoy_8420,CSC(=S)O[C@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](COCc2ccccc2)O[P@@]1(=O)c1ccccc1,-9.72644067389976,0
M2R-decoy_3646,NC(=O)c1cc(C[C@@H](O)CO)cc(c2ccc(Oc3ccc(F)cc3)cc2)n1,-9.696867813178706,0
M2R-decoy_3540,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](Cc2cc(OC)c(OC)c(OC)c2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,-9.69473904191955,0
ASD01810019,COc1cccc2c3c4c(cc5c3n(c12)C(=O)CC5)CNCC4,-9.693052405501009,1
ASD01820167,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O)CCCN1C(=O)c2ccccc2C1=O,-9.678573485422609,1
ASD01810009,O=C1CCc2cc3c(c4c5cc(Cl)ccc5n1c24)CCNC3,-9.673766574170418,1
M2R-decoy_7145,Cc1nccc2sc(c3c(C)nc(N[C@H](C)c4ccc(OC(F)(F)F)cc4)nc3N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc12,-9.671077265741106,0
ASD01810016,O=C1CCc2cc3c(c4c5ccc(Cl)cc5n1c24)CCNC3,-9.66899285307745,1
M2R-decoy_6977,C[C@@H]1CN(c2sc(C(F)(F)F)nc2c2nc3cc(C4(O)CC4)ccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21,-9.666638166177506,0
M2R-decoy_7149,NC(=O)OCC(CNC(=O)Cn1nc(c2ccc(Cl)cc2)n(C[C@H](O)C(F)(F)F)c1=O)c1cccc(C(F)(F)F)c1,-9.66358978452974,0
ASD01810010,O=C(O)c1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,-9.659639424840408,1
M2R-decoy_4629,O=C(N[C@H](/C=C/S(=O)(=O)NOCc1ccccc1)CCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,-9.64931086389644,0
M2R-decoy_8645,CC(CC(=O)[O-])SCc1c2c3c(c(OCc4ccc(c5ccccc5)cn4)ccc3n1Cc1ccc(Cl)cc1)CC(C)S2,-9.64602351477802,0
M2R-decoy_11415,O=c1c2sccc2nc(SCc2cc(=O)n3ccccc3n2)n1Cc1ccccn1,-9.64490383720244,0
M2R-decoy_4636,CC(C)CN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)OC1=O,-9.643059021437104,0
M2R-decoy_5531,CC(=O)c1nn(CC(=O)N2[C@H](C(=O)N[C@H](C)[C@H]3CC3(Cl)Cl)C[C@H]3C[C@H]32)c2ccc(OCc3cc(C)[nH]n3)cc12,-9.634072396311806,0
M2R-decoy_9987,Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(C[NH+]6CCN(c7ccccn7)CC6)SC5c5ccc([N+](=O)[O-])cc5)cc4)nc(N(C)C)n3)ccc12,-9.619887883146006,0
ASD01810026,COc1cccc2c1c1c3c(cc4c1n2C(=O)CC4(C)C)CNCC3,-9.61705118431686,1
ASD01810034,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5)CCNC4,-9.615356941345206,1
M2R-decoy_4921,CCS(=O)(=O)Oc1ccc(c2sc3cc(OS(=O)(=O)CC)ccc3c2C(=O)c2ccc(OCC[NH+]3CCCCC3)cc2)cc1,-9.609508975486506,0
M2R-decoy_9948,COc1ccc(C2SC(C[NH+]3CCN(c4ccccn4)CC3)C(=O)N2c2ccc(Nc3nc(Oc4ccc5c(C)cc(=O)oc5c4)nc(N(C)C)n3)cc2)cc1OC,-9.598654156014709,0
M2R-decoy_1959,Cc1ccc(C(CC(N)=O)NC(=O)C[C@H](O)COc2cc(c3cccnc3)nn2c2ccc(Cl)c(Cl)c2)cc1,-9.596571309223409,0
M2R-decoy_5972,C[C@H](c1ccccc1)N(C)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,-9.594194988032118,0
M2R-decoy_5517,Cc1ncc([N+](=O)[O-])n1CCOc1ccc(/C=C2\S/C(=[NH+]\c3ccccc3)N(Cc3cccs3)C2=O)cc1,-9.593248932387626,0
M2R-decoy_1853,Cc1cccc2c1S(=O)(=O)C[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,-9.59135258239261,0
M2R-decoy_9481,CCCC(=O)Nc1ccc(c2ccc(c3c[nH]c([C@@H]4CCCN4C(=O)[C@H](NC(=O)c4ccccc4NC(=O)OCc4ccccc4)c4ccccc4)n3)cc2)cc1,-9.588059200292406,0
M2R-decoy_8747,C[C@H]1[C@@H]2CC[C@]3(C)OO[C@@]24[C@@H](C[C@H]1OC(=O)c1cccc(SCc2ccccc2)c1)[C@@H](C)[C@H](OC(=O)c1cccc(SCc2ccccc2)c1)O[C@@H]4O3,-9.587899428001808,0
M2R-decoy_8204,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(c3nc(C(C)C)cs3)nc3c(Cl)c(OC)ccc23)[C@H]2CCCC(=O)N12)C(=O)NS(=O)(=O)C1CC1,-9.587007827471606,0
M2R-decoy_5809,C[C@@H](NC(=O)c1cc(NC(=O)CC[C@@](O)(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,-9.581773555271209,0
ASD01810022,O=C1CCc2cc3c(c4c5cc6c(cc5n1c24)OCO6)CCNC3,-9.57796569416301,1
