ligand_id,SMILES,BE_avg,is_active
CCR2-decoy_446,CC(=O)N1CCC(n2cc(Nc3ncc4c(n3)-c3c(nn(C)c3c3ccc(OC(F)F)cc3)CC4)cn2)CC1,-7.508946909647499,0
CCR2-decoy_324,COc1ccc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)nc1,-7.506446909647499,0
CCR2-decoy_743,CC1(C)Oc2ncnc(N)c2N=C1c1ccc(C2CCC(F)(F)CC2)cc1,-7.500246909647499,0
CCR2-decoy_172,COc1ccc(Cn2nnc(c3ccccc3)c2C(=O)N[C@@H](C)c2ccc(C(=O)[O-])cc2)cc1,-7.498546909647499,0
CCR2-decoy_531,COC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,-7.4893469096475,0
CCR2-decoy_390,CC[C@H](C)CNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)C(NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12)[S+](C)[O-],-7.488046909647499,0
CCR2-decoy_139,CN(CCSC1c2ccccc2COc2ccc(C(=O)[O-])cc21)S(=O)(=O)c1ccccc1,-7.487646909647498,0
CCR2-decoy_440,O=c1[nH]nc(SCCS(=O)(=O)c2cccc(C(F)(F)F)c2)n1c1ccc(OCc2ccccc2)cc1,-7.485046909647499,0
CCR2-decoy_254,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(OCCS(=O)(=O)c3ccccc3)Oc3ccc(Cl)cc3)O2)c(=O)[nH]c1=O,-7.4830469096475,0
CCR2-decoy_236,CC(C)c1nc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)cs1,-7.472846909647499,0
CCR2-decoy_393,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(NC(=O)/C=C/c3ccccc3)nc2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,-7.463746909647499,0
CCR2-decoy_296,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)cs1,-7.462746909647498,0
CCR2-decoy_368,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1,-7.4607469096475,0
